Gender,acc,acq,acs,acu,ape,apf,api 
Female,295.77038,324.43526,285.02104,331.6015,326.77206,298.26298,349.36128
Female,394.22808,354.0349,404.66584,394.85122,398.90168,423.36032,443.9243
Male,518.85808,457.16622,464.17666,462.93036,425.54136,480.22278,467.604
Female,420.55616,414.48044,330.51096,393.44912,378.33774,361.82428,375.0662
Male,370.47048,313.76384,319.83956,410.0405,333.23726,336.97616,312.20596
Female,422.73718,348.73814,373.19676,469.31764,352.00966,393.29336,462.15142
Female,386.98396,400.84904,407.08054,410.50788,376.3904,336.82038,411.90996
Female,395.39648,454.75154,429.51392,476.71758,438.39384,480.30068,465.96822
Male,562.55646,522.05172,474.38072,543.23882,539.96726,615.36842,579.6931
Female,531.71054,496.65838,402.09536,485.75322,498.68358,509.58872,525.63484
Female,474.06918,442.4443,395.70806,490.58264,455.84204,446.339,487.15534
Male,507.56348,507.87506,462.85248,529.8411,477.80808,506.47296,495.56784
Male,606.17696,580.31624,589.3519,626.58514,565.51644,636.08818,637.95764
Male,505.07088,464.41034,443.37904,515.66444,474.8481,498.5278,519.40332
Female,387.84078,413.7015,410.2742,450.93472,376.77988,436.29068,427.25502
Female,638.81446,587.71616,583.82148,633.0503,584.7562,683.99282,599.24442
Female,374.9883,415.1815,403.18586,443.53482,412.5331,437.45908,428.42344
Female,434.42126,441.58746,440.80852,402.01744,442.36642,406.3795,443.30114
Male,495.95732,493.4647,458.41252,530.85372,444.54742,505.77194,501.2541
Male,588.65086,527.4264,518.07916,538.3315,514.65184,577.1226,572.1374
Male,538.09782,466.43556,504.60352,523.45382,460.35988,508.65398,547.2893
Female,489.10268,495.0226,480.53436,511.69186,490.0374,516.52124,547.52296
Female,549.00296,570.81322,500.24146,632.81664,574.70792,578.91418,608.358
Female,515.89812,524.15486,517.61178,550.79452,505.1488,540.35676,542.84936
Male,406.14582,410.97524,389.63234,454.28416,388.69762,460.82724,406.30162
Female,500.1636,331.6015,462.30722,403.41952,425.22978,501.0983,396.25332
Female,591.06558,521.27278,525.9464,570.81322,603.06122,575.17526,557.57128
Female,486.0648,439.01696,445.0927,451.3242,443.06744,474.06918,463.31984
Female,671.21824,623.54728,654.3932,656.57424,651.43326,654.70478,658.1321
Female,314.62066,227.84704,357.61802,317.8922,304.80602,404.9774,335.3404
Female,665.6878,629.23354,596.36238,621.75574,626.42934,604.30752,621.44416
Male,505.53824,492.45208,541.05778,530.7758,488.09004,530.30844,546.04302
Female,588.41722,577.20048,584.5225,583.89932,582.49728,558.3502,533.73578
Male,682.43496,630.5577,679.78658,659.2226,646.13648,714.37138,699.26
Male,571.9037,503.513,508.96558,563.4912,497.5931,580.00468,569.72272
Male,637.80184,576.42156,548.69138,601.65914,557.25968,560.9986,565.20486
Female,424.13928,420.71192,443.14534,458.10096,435.66756,458.10094,459.81462
Female,695.36534,646.60384,685.70648,686.01806,614.97898,689.13382,633.82928
Female,624.7157,630.32404,605.39802,622.22308,593.5582,600.8802,650.10904
Male,534.20314,523.76538,472.5113,521.58434,494.00996,441.6654,524.07696
Male,698.87052,657.8984,628.92194,675.96978,632.50506,643.56598,679.55288
Male,642.0081,602.43808,625.18306,649.64168,615.36846,646.52596,670.82878
Female,648.3175,604.54122,627.44196,580.8615,597.37498,564.34804,565.43854
Male,359.40956,364.39476,285.72206,410.97522,307.53234,409.10578,398.9796
Female,513.6392,444.15796,409.1058,471.73236,461.91776,459.89252,503.04564
Male,645.27964,593.09082,582.80886,606.17696,581.56256,529.68532,611.78532
Female,498.91726,507.174,445.48214,507.95298,508.10874,500.3194,504.993
Male,567.30798,517.14442,530.8537,547.83458,530.07476,578.52472,563.10174
Male,429.35816,500.24146,483.10484,455.84204,519.09176,454.59574,407.70368
Female,551.1061,525.08956,472.90078,543.93986,501.25412,549.23666,517.456
Male,542.1483,414.09098,427.64448,503.98036,457.5557,456.93254,464.41036
Male,671.6856,640.21652,657.50896,627.44196,624.63778,686.797,687.1086
Female,664.20782,612.48638,587.40456,636.47766,615.60212,616.53686,680.4097
Male,387.4513,390.56708,340.4035,373.58622,397.42174,347.25814,378.72722
Male,477.4186,385.97132,374.75464,518.7023,343.59712,440.0296,475.54916
Male,464.0209,432.08444,429.59182,462.15144,450.31156,459.65884,451.2463
Male,522.597,491.75104,518.54652,552.04084,523.22012,535.05996,527.58218
Male,528.7506,531.55476,463.94298,521.58434,512.5487,577.66786,559.28494
Female,774.34958,750.82568,745.84048,750.98146,719.045,747.08676,739.60896
Female,512.78238,480.53436,449.2211,510.60134,496.2689,486.45428,512.47078
Female,614.5895,530.30844,540.12308,609.6043,598.23182,578.4468,626.58514
Male,714.83876,615.29056,654.54902,688.1991,679.78656,714.52718,701.75262
Male,507.56346,467.37032,488.24582,479.05438,482.3259,499.30674,489.18056
Female,438.47172,440.1854,403.26376,490.19316,465.42294,470.87554,491.90684
Male,588.02774,586.62564,514.65182,620.58734,543.6283,517.92334,568.39852
Male,341.80556,260.64026,271.38962,331.8352,320.7743,336.35302,340.40348
Male,352.00966,367.5884,399.36906,427.87818,401.86164,414.94782,366.65368
Female,396.1754,400.2259,420.01092,422.81508,445.71584,398.35646,477.34072
Female,373.04096,328.79734,360.57798,386.12714,388.9313,334.71724,357.30644
Female,463.08616,389.39866,431.77288,470.71974,472.74498,475.23758,469.47344
Male,526.56954,467.37032,487.77848,513.95078,485.44166,493.07524,501.64356
Female,532.95684,516.91072,486.06482,552.74188,542.92726,506.62876,531.08736
Female,604.46334,560.53124,577.0447,571.90372,589.35194,600.56862,594.3371
Male,404.74374,484.81852,455.53042,429.04658,463.63138,470.64182,407.23632
Female,463.16406,521.27278,510.05608,477.02912,504.29194,434.65492,470.33026
Female,473.21232,492.53,512.47082,503.90248,486.1427,485.83114,507.95296
Male,628.37672,624.94936,654.86054,664.98676,623.85884,640.52812,658.91104
Female,603.45068,558.1165,564.65962,577.27838,524.31066,564.65962,530.23058
Female,606.0212,551.33976,591.37716,604.93066,569.5669,590.28664,602.43808
Male,566.60694,538.09782,513.4834,553.365,556.16918,539.49992,576.73314
Female,427.25502,447.5074,427.4108,447.04002,428.18974,395.94174,440.1854
Male,643.0986,659.76788,622.06728,679.5529,617.0821,651.04378,677.06028
Female,603.29492,556.71444,568.08692,574.00686,586.15828,569.33322,583.5099
Male,504.68144,498.7615,505.92772,495.33418,517.3002,498.76148,488.01216
Female,374.20938,385.58186,396.79858,433.5644,394.30598,433.25286,362.52534
Male,461.2946,426.86554,413.00046,496.81418,477.6523,457.24412,466.27978
Male,663.89624,631.80402,635.54292,660.15734,618.4063,674.95716,682.90232
Male,623.07992,563.25754,580.54992,580.8615,592.70138,661.40366,612.019
Female,542.14832,535.29368,519.40332,543.7062,559.75228,523.4538,552.58608
Female,384.49136,378.88302,363.61584,371.09366,401.628,337.44356,394.61754
Female,497.74886,461.1388,515.66442,506.31718,505.22666,491.98476,508.18664
Female,505.22666,435.58966,475.47126,498.52782,460.35986,468.4608,448.6758
Female,588.1835,598.46546,609.83798,584.13304,598.93288,615.44632,604.07384
Male,550.48292,543.62828,533.96946,569.95636,549.54822,540.97992,543.47252
Female,534.8263,455.99782,504.13618,520.64966,491.2058,510.52344,485.59746
Female,517.92336,499.85202,484.27326,534.7484,480.37858,508.8877,518.23494
Male,383.40084,427.4887,425.77506,414.40254,455.21886,442.6001,434.9665
Female,627.44198,585.22356,638.19128,621.83364,607.81274,663.74048,639.43764
Female,478.97648,433.17494,480.69014,516.20968,491.28372,505.30454,487.85636
Male,580.23836,490.34898,567.1522,553.75448,525.24536,586.93722,565.12698
Male,613.65476,585.14566,570.969,592.31188,574.7079,545.26406,579.8489
Male,542.2262,549.23664,529.76322,542.0704,524.93378,552.97556,615.13476
Female,472.5113,387.91868,458.17884,484.50692,425.93084,462.3851,421.2572
Female,495.41206,465.03348,436.83594,543.2388,470.01868,478.27542,476.40598
Female,669.7383,609.91586,644.81228,651.04378,633.75136,653.06902,654.31532
Male,465.26718,412.92256,430.52656,456.38728,385.50396,451.40206,480.22276
Male,451.4021,399.83642,431.61706,443.92428,397.34384,413.23414,439.09486
Female,369.30208,355.12542,373.50834,396.5649,379.11668,331.60148,396.56488
Male,578.29102,517.53388,544.17352,560.84278,552.89766,574.8637,592.62346
Female,444.62534,333.23728,392.90388,419.54354,366.42,364.86216,385.42606
Female,441.66536,351.776,365.64104,424.68454,379.66196,369.22418,405.83424
Female,648.00596,625.26096,640.9955,638.34708,621.0547,688.97804,676.20346
Female,568.86588,560.29756,579.45942,567.93114,553.4429,580.23834,553.5987
Female,425.54134,399.68066,406.69108,408.40472,379.73984,354.65804,372.4178
Male,437.45912,307.99968,359.2538,467.21452,360.65588,447.11796,420.0109
Male,459.26936,502.42248,557.10394,538.721,489.80368,507.25192,485.90904
Male,443.06744,379.19456,349.90652,424.9961,399.44696,386.04924,434.81072
Male,461.45038,429.51394,435.90124,487.31112,457.08834,466.59138,467.21452
Male,467.5261,349.59494,366.10844,446.33898,417.98566,390.56706,434.18758
Female,629.70088,597.29706,596.20656,620.19786,604.46332,587.32668,632.97242
Female,652.29008,557.57128,606.02116,630.9472,569.8785,611.00638,619.7305
Female,410.66368,400.84906,388.38604,460.98304,397.7333,422.19194,428.26764
Female,534.5926,523.8433,535.52734,569.02166,526.49166,532.2558,559.20702
Male,499.22886,415.72674,399.83642,475.70496,422.73718,446.88426,468.8503
Female,509.27712,531.55474,448.05266,512.86026,516.44338,533.4242,549.15874
Male,498.06046,469.86292,419.23196,496.50256,473.44604,480.9238,471.4208
Female,477.10704,479.13226,436.91384,485.0522,464.7998,502.1888,483.80588
Female,496.96994,522.51908,468.30504,525.32326,510.99082,484.66272,455.0631
Female,448.8316,487.62268,435.74544,463.16404,468.30504,495.87942,485.44164
Male,487.62268,449.92212,391.65758,441.97694,432.47392,413.9352,431.85076
Male,331.75728,300.5998,259.78346,294.21248,296.39352,325.99314,304.96182
Female,476.1723,429.43604,406.06792,460.59354,440.65278,420.40036,472.43342
Male,419.93302,353.56752,448.13054,380.83036,430.83814,388.61974,365.87474
Male,403.88688,449.53262,386.4387,408.8721,444.39162,392.82598,396.40908
Female,374.3652,444.00218,389.47656,411.90994,428.73502,403.34168,404.89952
Male,510.9908,471.88814,538.25362,497.28152,477.65228,510.83502,476.2502
Male,435.51178,410.74154,381.14192,399.68064,399.99222,416.97304,396.56486
Male,374.36516,343.20766,362.8369,358.00748,371.87256,381.53138,380.59666
Male,463.16404,491.51736,393.9944,469.23974,468.77238,465.96822,415.49306
Female,362.13584,332.06886,352.47702,296.08194,340.3256,343.12978,300.444
Male,639.35972,643.56596,582.96464,602.74964,632.0377,642.00812,645.12388
Female,537.47466,533.7358,495.87942,515.04128,544.4851,520.80542,480.14486
Female,535.52736,574.31844,547.21142,530.85372,514.02868,547.05562,530.38634
Female,461.91774,467.68188,394.1502,439.01696,480.61222,442.4443,421.72458
Female,540.82412,481.00172,485.36376,508.10874,501.40986,484.7406,498.60572
Female,381.45348,392.35862,392.04704,414.32468,382.54402,390.80074,342.8182
Male,385.73764,368.13368,389.78814,349.90654,357.54012,376.07884,316.568
Male,437.14752,438.86122,365.64106,416.89514,407.85946,415.49308,439.32858
Male,353.64542,345.3887,242.72472,331.36782,314.38696,262.82132,298.02928
Male,460.82724,515.66444,379.81774,461.60614,440.10746,401.00482,468.14922
Female,412.06574,482.01432,448.8316,371.09362,503.20142,447.27372,392.28074
Female,403.57532,386.12712,382.07666,401.55008,389.55446,342.50662,398.12278
Female,396.40912,336.58668,340.4814,329.73202,340.94874,333.15936,320.07322
Female,481.78068,421.95824,368.67892,437.22542,409.80682,416.03832,407.62578
Female,516.52128,503.12354,439.25066,525.24534,499.22884,520.26016,550.63872
Female,289.77256,235.09116,277.93268,275.12854,291.17462,278.08848,259.54978
Female,609.29274,581.25096,572.0595,636.24398,584.83406,611.78532,576.42156
Male,633.59558,603.99596,566.1396,597.45288,606.80014,602.43808,598.2318
Male,418.60882,421.10142,361.59058,420.32248,425.46346,406.45738,399.75854
Female,316.95746,344.53184,393.60492,316.64588,367.4326,335.96356,230.18382
Female,425.38556,459.50304,375.68936,417.2846,413.23414,389.86604,417.12882
Male,586.46986,502.5004,532.2558,521.81804,545.34196,558.5839,528.82848
Male,578.44678,539.96728,492.6079,514.88548,558.19442,496.0352,458.02304
Male,593.714,580.78362,541.83672,594.18132,550.71664,619.88628,582.96462
Male,452.10314,425.15188,434.34336,461.4504,466.27982,467.6819,432.16234
Female,440.34116,449.06526,439.40648,441.1201,478.35334,452.6484,477.4186
Female,407.39212,475.31546,425.46348,393.52704,462.54088,431.85074,405.83426
Female,389.0092,429.9813,397.26594,425.77504,423.74982,361.90216,394.30596
Male,556.16918,555.54606,542.1483,560.21968,559.12914,537.94204,530.46424
Female,423.6719,374.28728,359.48744,392.35862,402.17324,358.7085,409.49524
Female,519.8707,522.2075,553.05344,517.37808,544.32934,548.37978,560.53124
Male,454.28414,436.99176,483.88378,456.93256,474.53654,447.11794,466.59138
Female,455.91994,430.05918,392.04706,460.1262,433.33074,418.5309,430.37074
Female,541.52516,496.65836,514.41812,511.30238,517.84544,477.80808,524.7001
Female,681.9676,603.91804,529.919,574.16266,559.05124,591.1435,601.42548
Male,497.82676,502.96776,462.15144,485.83114,484.74062,460.59356,551.26188
Female,553.5208,508.96556,489.95948,581.25096,508.80978,555.23446,572.52686
Male,439.8738,412.611,414.48044,402.95218,411.52048,373.19676,396.72066
Male,532.87896,461.99564,485.67536,505.92772,498.6057,465.26718,510.28978
Male,598.77708,569.02166,563.88066,557.49338,552.1966,535.9947,556.71446
Female,309.24598,347.41394,284.1642,353.33388,389.16498,357.54014,380.4409
Female,376.70196,354.26858,389.16498,329.96574,386.5166,339.46878,377.16934
Female,494.9447,458.80198,496.03518,440.26328,510.0561,494.32154,414.40256
Female,494.7889,472.19972,487.15532,438.39382,482.17012,443.06746,472.35552
Male,412.5331,403.809,329.80994,363.30426,441.82116,343.98662,427.33292
Male,388.61972,343.28556,353.41176,316.33432,384.25766,380.51878,336.89826
Male,411.20892,421.64668,393.91648,381.92086,424.13926,401.23852,418.68672
Female,523.6875,464.02086,500.78672,495.95732,516.67704,496.1131,542.84938
Female,511.53608,497.82678,523.06436,485.208,500.78672,524.778,513.56132
Male,487.23324,475.08178,444.70322,468.8503,463.86508,455.91992,498.29412
Male,607.42326,550.71662,569.72268,567.69748,565.20486,583.89934,598.69918
Male,635.7766,596.36234,623.00202,584.21094,585.30142,600.7244,626.74094
Male,588.33932,588.96246,549.23666,593.79184,599.556,611.24008,626.81882
Female,475.86072,493.7763,447.81896,467.75976,443.45692,476.63968,463.55352
Male,580.9394,628.4546,539.65572,532.80106,568.4764,565.51644,529.3737
Male,534.90422,562.63436,499.22886,508.26454,506.70666,476.48386,493.6205
Female,484.11744,484.58484,459.9704,438.6275,481.46908,472.90076,525.40116
Male,564.81538,559.36284,526.1801,543.00514,582.2636,513.09394,548.45772
Female,453.34944,426.86556,473.29024,484.35114,449.76634,510.67926,503.20144
Female,540.43464,573.92896,535.60522,553.36502,557.2597,498.99516,544.01776
Female,607.42326,551.33976,528.5948,564.27014,585.92458,521.117,592.3119
Male,432.47392,381.06404,331.99098,443.37902,409.10578,320.93006,394.77332
Female,490.89422,533.4242,485.75326,469.8629,528.28322,460.04832,533.89156
Female,431.69498,338.6898,390.56706,433.56442,386.04922,427.8003,423.90558
Female,526.64746,504.36982,502.03304,535.83892,530.38634,499.69622,548.6135
Male,569.25532,548.69138,518.157,604.15172,576.42158,562.86806,617.3937
Male,505.53822,440.26328,469.8629,515.50866,470.95342,501.64356,483.26062
Female,424.21716,437.6149,408.63842,425.61926,433.5644,359.40956,518.3128
Female,365.2516,344.2203,364.31688,417.44038,377.5588,381.60928,399.83642
Male,495.80154,444.08006,405.91214,455.141,461.3725,452.80418,439.56224
Male,560.68704,622.0673,542.61566,561.62176,536.22838,534.98208,614.74528
Male,397.81118,394.53964,406.69106,398.27852,384.88082,403.8869,438.7833
Male,443.06744,438.5496,470.95344,496.81414,478.11966,470.48604,474.38072
Female,433.876,422.81508,349.28338,450.07788,412.53312,379.97354,475.47124
Male,551.88506,574.00684,515.1192,529.76322,542.69358,517.61178,576.9668
Female,547.83454,521.81806,510.13398,535.99472,491.59526,525.24538,524.77802
Male,494.71104,462.463,431.4613,470.56396,418.53092,474.77022,455.45258
Male,520.72756,526.95904,509.6666,555.9355,518.8581,530.85372,562.16702
Male,466.90296,518.78018,436.83596,529.21796,531.86632,505.38244,529.37374
Male,652.1343,700.5842,617.23788,667.71304,632.19348,637.17868,665.8436
Female,515.04128,484.35114,446.02742,531.24318,509.74452,494.32154,559.28494
Male,491.43948,434.10966,525.40118,462.7746,452.95996,497.2036,479.28806
Female,684.38232,657.58684,593.55818,651.51112,606.48854,645.9028,723.48496
Male,482.94906,459.42516,390.72284,463.63138,455.68624,466.90296,456.46516
Male,534.8263,476.87336,480.30068,530.15268,499.61832,512.2371,496.0352
Female,438.00436,384.72502,383.94608,407.15842,407.93738,402.7964,448.75368
Male,436.83594,502.73406,492.91946,508.96556,514.26234,478.89856,545.41986
Male,544.9525,476.71756,512.54866,513.17184,474.06914,516.91076,521.27278
Female,399.91432,408.7942,343.9866,460.67144,371.09364,389.00918,421.1014
Female,547.52298,519.63702,529.60742,541.75884,531.1653,534.12526,550.48296
Female,486.2985,418.06354,447.04004,475.23758,442.21064,470.71974,460.43778
Male,455.84204,403.96476,388.23024,422.6593,429.9813,425.77504,440.57484
Female,629.07772,601.34756,639.82708,612.56428,582.65306,631.7261,612.72006
Female,495.80152,470.25238,472.27762,480.84592,451.55786,494.24366,494.55524
Male,530.7758,480.61226,498.21624,538.09784,459.58094,481.70276,560.37544
Male,471.1871,445.1706,441.43168,468.22712,431.4613,424.45084,413.23414
Female,488.09006,457.24412,434.03178,517.22228,479.8333,503.51298,511.3024
Male,590.90978,645.27964,618.3284,616.7705,627.67562,576.26578,607.73486
Male,386.75028,360.26642,377.8704,374.9104,361.35688,374.28726,328.32996
Female,530.15268,511.61394,440.88644,508.654,490.42686,500.70882,463.31982
Male,499.7741,545.41984,429.66974,498.5278,529.52952,528.12744,548.69138
Male,619.02942,613.88846,616.8484,545.65352,596.28446,607.50116,583.1983
Male,637.1787,594.96028,588.41718,603.84016,573.77318,589.66348,568.94374
Male,524.8559,448.20844,490.11526,491.51738,455.21888,470.95342,477.49648
Male,522.75278,515.27496,475.54918,523.84328,496.2689,555.77974,520.57172
Female,421.02352,420.0888,415.1036,436.75804,414.48046,378.80512,437.537
Female,648.86274,686.56332,549.31454,618.48418,608.35798,634.06296,589.81928
Male,508.73188,451.4021,459.19146,462.61878,464.9556,437.69278,455.60834
Male,586.08038,509.27714,525.63484,467.05874,538.87678,519.87068,525.01166
Male,588.2614,512.2371,496.65834,526.88114,549.15874,513.3276,534.20316
Male,493.30894,534.12526,496.2689,490.50476,508.10872,454.51782,515.43074
Male,391.19022,462.85246,435.58966,433.56444,474.6923,456.77676,440.57486
Female,565.36064,596.05078,506.78456,535.60524,589.6635,565.98378,575.48682
Female,587.87194,564.34802,534.59262,557.96076,604.69698,557.1818,609.99378
Female,653.069,672.85404,621.91152,662.26048,664.90888,644.6565,650.888
Female,358.55274,406.37948,344.84346,398.27854,409.96264,361.82426,401.86166
Female,458.49042,538.40942,439.32856,516.1318,497.43728,444.9369,495.1005
Male,550.87242,550.5608,543.08304,574.86368,494.16574,541.52516,533.89156
Female,539.8894,566.99642,489.88158,532.10002,526.33586,489.57004,530.07478
Male,539.88938,543.16094,539.11046,528.20534,537.70836,584.912,574.16264
Female,469.94082,504.36986,456.23148,521.66224,506.86246,458.41254,539.73358
Male,476.48388,402.95216,411.98786,446.41688,399.83642,398.43432,431.46128
Male,677.52766,663.81836,673.47716,641.07338,651.51112,682.51288,679.55288
Female,712.34616,684.77176,673.3993,618.71788,629.15562,674.6456,616.22526
Female,499.9299,489.8037,441.3538,470.17448,498.68358,402.7185,447.11792
Female,417.98568,375.92304,345.5445,405.83426,416.4278,377.9483,377.01356
Male,519.8707,474.53652,485.13008,482.63748,489.18054,477.96384,469.23976
Female,546.82194,479.98908,510.52342,543.7062,524.23276,492.2963,499.61832
Male,519.32546,518.23494,486.2985,518.85808,478.50912,503.12352,500.78672
Male,350.45178,366.80948,300.28822,349.67284,370.08102,357.4622,372.57362
Female,654.00374,692.48326,625.02726,638.11342,651.51116,629.38934,672.2309
Female,438.16014,483.18274,461.2167,506.08352,478.19754,430.52656,503.74668
Male,178.92974,116.61474,115.8358,226.6007,153.69216,93.86974,97.76446
Female,536.85154,464.41036,457.86726,433.876,480.61226,453.19364,404.74372
Female,454.12838,512.54868,232.59852,428.11186,410.81944,405.99004,480.61224
Female,522.36328,418.29724,430.60446,529.99686,450.0779,513.95078,468.77238
Female,510.60134,412.611,450.62316,444.0801,454.8294,490.97212,471.96606
Female,507.87508,394.46178,439.79592,483.57222,444.62532,467.52608,430.91604
Female,362.21372,377.01356,319.68374,387.45132,359.40958,340.09194,367.51052
Female,387.685,430.0592,348.27076,385.65974,370.08102,385.03662,360.2664
Female,474.69232,459.42514,396.17542,482.48172,409.88472,498.99516,466.2798
Female,416.89514,440.41908,435.27808,399.13536,443.22324,430.91602,420.63404
Female,410.1184,380.36298,404.97742,378.80512,395.47438,377.5588,394.07228
Female,461.60616,475.47124,411.59838,458.17886,431.22758,435.74544,424.99608
Male,430.99392,350.14022,358.39694,400.148,369.30206,350.76338,404.35424
Female,445.48218,453.42732,406.53526,464.64402,458.25674,424.13926,426.3203
Female,516.75494,468.92818,487.15532,534.04738,527.81588,550.24926,548.5356
Male,430.60446,307.06496,371.7168,385.1145,345.70028,386.8282,342.74028
Female,461.76194,426.2424,383.08926,428.11186,404.27638,385.89344,465.81242
Male,620.04206,603.0612,576.73314,522.67486,562.0891,625.02728,585.14566
Female,407.00264,354.0349,382.23244,378.80514,416.50568,385.34818,369.76942
Female,464.0209,457.78938,513.87288,477.26282,496.89204,459.03566,477.41862
Female,446.02744,390.0997,413.00048,420.78986,427.6445,399.91434,412.53312
Female,541.21358,519.24756,465.65664,518.4686,556.16918,485.44164,556.01338
Female,453.89468,382.6998,385.34818,428.81288,470.0966,402.6406,438.00436
Female,580.70574,556.24708,541.29146,532.56736,522.44118,525.08958,549.23664
Male,480.84592,423.5161,504.993,436.91386,447.81898,490.66056,489.88158
Female,396.64278,321.5532,327.94048,334.172,352.55492,341.96138,320.15112
Male,578.05734,535.8389,528.36112,554.37764,531.0095,532.1,521.97384
Male,436.21278,397.73328,447.2737,443.06746,482.79326,434.8107,409.57314
Female,485.0522,418.68668,398.43436,431.61706,415.25938,408.56052,419.77722
Male,399.9922,485.20798,467.60398,457.01042,431.77286,487.5448,438.47172
Male,497.74886,481.70276,382.7777,427.17714,485.90902,456.62096,504.29194
Male,455.84206,382.93348,404.12058,393.37126,416.89516,444.46956,397.57752
Male,505.07088,420.16668,522.36328,515.35286,445.40426,503.98036,500.39726
Male,425.46346,400.84902,363.46004,416.73938,447.27372,448.05268,416.1162
Female,544.56304,448.7537,498.4499,543.7841,526.18012,515.74234,569.33324
Male,369.14628,334.09408,391.89124,369.30206,330.51098,362.75902,396.4091
Male,623.70308,628.2209,595.34974,609.52642,616.22526,618.71786,602.3602
Female,413.31206,527.19268,456.1536,465.96822,504.13616,413.46782,434.65494
Male,478.6649,360.11062,459.8146,530.69792,403.7311,463.24192,493.93208
Male,342.58454,331.6794,362.68112,477.3407,357.22856,319.0606,418.29722
Female,378.9609,409.65104,383.47872,463.7093,434.88862,419.30986,418.21934
Male,526.1022,487.93426,497.4373,512.70448,522.67486,509.27714,535.9168
Female,489.57004,430.05918,425.69716,498.7615,438.93908,457.32202,469.16188
Male,436.75808,371.01572,379.58404,477.57438,417.4404,421.64666,431.1497
Male,696.22214,637.0229,619.26314,708.37356,647.92802,650.888,684.22654
Male,354.89172,377.01354,289.61678,424.84032,362.21376,339.46878,359.2538
Female,558.4281,509.66662,504.52564,564.97116,532.25582,562.4786,543.93986
Female,510.28978,504.21406,523.5317,573.38368,500.63094,516.36548,540.82412
Male,452.25892,515.50864,354.58016,489.02476,458.95778,435.1223,525.94642
Female,453.50522,430.60448,399.91432,459.26938,383.08926,420.47826,420.47826
Male,706.50412,655.25004,678.92976,672.23088,639.82708,689.36752,692.0159
Female,551.49558,527.66008,563.02384,613.3432,569.41112,613.3432,550.24922
Female,544.25146,502.03302,558.11652,537.3968,509.51082,553.5987,535.37156
Female,383.32296,341.10454,362.44742,385.65976,392.35864,336.74248,346.7129
Female,410.74154,397.96696,399.68064,482.71538,430.68236,415.57096,423.6719
Female,414.01308,381.76508,352.00966,456.69884,424.13928,407.47002,423.6719
Male,391.96914,385.11448,251.7604,387.7629,339.46876,357.69592,375.45566
Female,377.32514,296.93878,366.41998,386.82818,354.1128,298.0293,386.04924
Male,407.6258,336.74248,369.76944,433.01918,379.11668,381.14192,434.10968
Female,574.94156,535.52736,532.41158,533.34632,548.45772,517.45598,574.31842
Female,568.55432,523.68748,497.20362,555.46816,523.06434,524.62224,618.0947
Male,577.97944,538.56518,554.29974,562.2449,539.18832,568.78798,538.5652
Male,603.2949,559.36282,568.71008,642.08602,577.90156,584.912,596.90762
Female,579.771,567.46378,575.72052,613.42112,561.69964,611.24006,598.62128
Female,162.80574,189.60118,335.72988,353.95702,283.85264,218.88926,277.93268
Female,561.93332,612.56426,585.14566,637.80186,605.8654,609.44852,622.53466
Female,389.39864,349.51706,383.6345,430.83812,395.63018,382.38822,435.82332
Male,381.4535,387.99656,370.70416,433.95388,431.30552,431.61708,418.53092
Male,575.95422,573.77318,621.59992,615.36846,626.27356,614.4337,556.32496
Female,589.97506,518.00124,554.29972,607.73484,531.39896,572.52688,564.42594
Male,685.16124,653.069,567.69746,674.4119,694.0411,632.0377,689.05592
Female,370.47048,357.07274,303.01452,393.9944,377.7925,336.9762,401.1606
Male,463.7093,395.31858,372.41784,402.64062,421.02352,443.9243,419.46564
Male,435.82332,384.10188,384.25766,379.27246,354.50224,401.55006,395.47438
Male,570.34582,538.2536,520.33806,530.77582,557.41548,537.16308,518.4686
Female,395.63018,399.21328,360.26638,332.06886,366.65368,379.42826,345.93396
Male,502.18882,457.32204,471.65446,428.03396,435.82334,437.53698,416.34988
Female,503.12354,512.1592,501.72144,475.86074,519.01384,485.83114,503.7467
Male,385.4261,513.48342,508.34242,439.48434,471.88812,448.8316,441.50958
Female,436.83596,432.47392,417.20672,426.86556,465.50084,432.00654,432.4739
Male,529.14006,503.43514,510.91292,515.74234,511.53608,472.58918,515.74236
Male,303.32608,348.19288,343.20766,308.93442,303.48184,297.40614,244.90572
Female,475.70494,425.074,411.98784,449.6884,451.71366,433.79808,458.87986
Female,397.49958,398.12276,397.65538,428.96868,365.2516,423.36034,423.6719
Female,337.7551,409.72892,312.05016,371.24942,377.16934,332.45834,384.49138
Male,427.41082,409.9626,390.80076,384.72502,412.92258,396.4091,433.33074
Female,268.11806,373.58624,396.95436,406.76896,406.30162,334.95092,334.95092
Male,523.8433,493.15314,468.85028,514.18446,507.79718,524.15488,492.53
Female,431.2276,415.49306,320.93002,421.56878,443.06746,452.88208,468.92818
Male,505.22668,486.84372,471.26498,513.95076,483.72798,483.72798,514.10658
Male,500.00778,493.15316,413.38994,430.68234,488.16794,467.13662,431.92864
Male,436.2128,408.17104,364.55054,424.68454,407.08056,447.74108,406.92476
Male,525.79064,510.99084,508.34242,492.2963,518.00124,503.35722,526.258
Male,471.10922,455.06306,451.94732,428.5792,464.09876,454.43996,395.70804
Female,470.17448,568.00902,508.654,537.47468,536.07258,499.77412,510.99082
Female,462.6188,452.33682,414.16888,448.44212,437.06962,440.34114,464.79982
Female,429.35816,443.379,367.8221,433.40862,460.35986,397.88906,404.12058
