Gender,acc,acq,acs,acu,ape,apf,api 
Male,581.0173,544.40724,470.0966,584.44462,504.68142,501.72144,575.25316
Female,501.40988,447.66318,459.19148,473.05656,478.19756,481.31326,561.69964
Female,335.72988,365.1737,312.36176,443.37902,372.18416,331.21202,385.73766
Male,347.02448,279.56848,299.50928,378.8051,321.63108,324.12368,383.16716
Male,512.54868,483.10486,445.24848,555.39024,481.54696,483.41644,548.5356
Female,503.51302,379.50616,407.85948,466.43558,425.30768,409.26156,485.28586
Female,487.15534,388.38606,335.26252,432.4739,429.98132,392.28074,457.2441
Male,364.55056,291.79778,293.97882,425.1519,348.0371,323.73422,415.49306
Male,665.22044,566.60696,501.33198,617.23788,620.35366,589.8193,630.16824
Female,531.0874,453.97258,448.6758,545.57562,530.9316,453.19366,545.73142
Female,382.46612,406.3016,366.10844,476.87336,443.37906,391.81336,472.3555
Female,494.24366,467.29242,421.64668,519.16966,470.87554,480.84592,521.50646
Female,449.68842,386.2829,356.99486,445.94954,405.28898,351.69808,452.4926
Female,524.23276,428.11186,410.66366,491.98472,483.88378,462.54088,537.31888
Male,490.34896,437.06964,362.6032,495.80154,416.19412,435.35598,494.08786
Female,444.62534,381.06402,404.58794,497.28148,420.3225,419.23196,457.55568
Male,399.36904,377.40302,340.3256,407.00266,380.20722,300.2882,415.10358
Male,470.33026,388.54182,350.99704,467.83766,422.5035,362.99268,513.95078
Male,467.68188,436.057,448.05266,538.0978,457.5557,451.47998,530.62004
Male,480.53436,411.20892,361.51268,488.47952,437.3812,372.5736,485.36378
Female,507.5635,439.9517,391.50176,521.74014,437.14754,422.65928,498.372
Female,434.34336,420.63404,410.19628,504.13614,448.05266,396.01962,451.94734
Male,424.8403,385.11452,369.37994,475.31546,399.44698,372.65148,471.73236
Female,446.80638,404.74374,398.9796,475.78284,431.69498,398.668,451.01262
Female,420.0888,377.09144,369.45788,468.53872,443.61272,402.64058,504.52562
Male,574.31842,509.51084,465.89032,553.2871,551.72924,532.72316,560.60912
Male,521.03912,484.27324,420.86772,541.13568,495.33416,436.13492,593.79186
Female,466.59136,410.3521,410.66364,449.45476,424.37294,413.62362,463.31982
Female,620.19782,542.30412,541.83672,566.1396,584.67828,543.23882,651.66692
Male,513.56132,451.2463,426.78766,523.37592,449.37684,422.893,518.54652
Male,436.91384,318.9827,297.6398,418.99832,383.47874,364.94002,428.65712
Male,625.88408,606.72224,552.04084,610.6169,617.62734,616.8484,672.153
Female,573.6174,544.17354,537.47468,618.48416,533.73578,548.06824,559.7523
Female,370.93786,368.13368,343.36344,399.91432,395.55228,415.18146,351.15282
Female,391.96916,361.5906,347.41392,420.16672,414.71412,386.82818,386.67238
Male,552.27448,524.54432,510.835,497.74888,529.52952,531.24318,551.0282
Female,430.60446,415.1815,380.1293,462.5409,450.54526,421.41298,447.5853
Male,382.23242,322.72162,330.35518,350.91914,337.52142,369.92522,310.57018
Female,477.41858,517.14442,443.7685,518.85808,509.19924,517.92338,534.43682
Female,489.49214,448.6758,511.1466,495.87942,479.05438,488.869,433.40862
Male,484.74062,442.52218,468.53872,458.4125,457.32202,454.05046,449.68844
Female,351.23074,360.88954,370.54838,422.89296,350.60756,370.54838,376.3125
Male,430.68234,433.95388,435.0444,458.25672,388.30814,473.8355,428.6571
Male,434.26546,419.93302,429.43604,488.16794,463.08616,468.85028,516.52126
Female,510.83502,539.18834,554.14394,584.67832,540.59044,504.44772,508.34242
Male,628.61036,628.76616,580.47204,636.24398,643.09862,655.09426,678.77394
Male,378.96088,383.6345,387.685,391.4239,386.59448,409.02786,414.01306
Female,439.09488,416.50568,449.37684,435.66754,409.80682,421.49088,428.03396
Male,422.89298,422.26982,445.1706,471.3429,426.47608,463.39772,496.2689
Female,476.3281,470.40816,431.92864,507.79718,498.9173,467.604,506.08352
Female,449.76634,417.51832,417.05094,435.58966,447.74108,408.6384,425.46348
Female,555.07868,516.44338,534.51472,503.98036,554.61132,571.43636,509.7445
Female,449.76632,496.50258,490.73842,517.68966,532.48946,491.05002,475.15966
Female,456.38728,454.51786,489.57004,473.52392,464.64404,459.34724,462.30722
Male,389.39866,330.0436,350.45176,446.41688,374.28726,396.5649,369.30206
Male,374.52096,388.69762,418.6088,464.56614,417.05094,433.40862,428.42344
Female,500.63096,483.80588,488.01216,484.8964,496.1131,491.75106,476.4839
Male,386.5166,328.8752,441.97696,375.61146,423.59402,416.42778,377.94826
Female,456.69886,471.81026,461.83986,485.51954,443.45694,471.81024,493.9321
Female,347.41392,328.56366,315.01014,398.04486,338.68982,280.26952,427.95608
Male,456.2315,434.10966,459.03566,484.42902,476.48388,433.17496,478.19756
Male,443.9243,452.49258,466.2019,473.6797,455.76416,433.48654,467.44822
Male,547.13352,559.5965,518.46862,574.3963,559.5965,560.06388,562.0891
Male,398.04486,375.1441,423.9056,483.10484,419.07618,417.20672,463.47558
Female,368.60104,426.70978,455.99782,473.13442,448.98738,384.33558,387.76288
Male,397.4996,393.4491,418.99828,435.82332,389.08708,415.88252,383.4787
Male,455.68626,401.78378,437.14754,451.94734,426.39818,473.446,382.9335
Male,444.62534,411.90996,426.70974,452.72628,460.82722,468.92818,457.24412
Male,476.32808,513.24974,497.67098,532.56738,505.46038,483.8059,541.60304
Male,551.41766,544.7188,535.37154,527.2706,508.26452,483.02694,547.0556
Male,675.58032,675.7361,678.22868,676.35924,681.03286,690.8475,674.0224
Male,532.64528,508.96558,460.51562,514.41814,537.16312,510.99082,563.80276
Male,430.05918,446.2611,446.41688,410.74154,430.83814,425.85292,429.90342
Female,500.70882,465.18928,470.48604,429.04658,448.05264,471.88814,415.33728
Male,446.96214,450.70104,407.5479,384.49134,460.82724,421.56876,409.26158
Male,454.51784,415.72674,403.73112,411.0531,438.9391,441.89904,441.74326
Female,580.00466,572.68268,534.67048,519.7149,583.27618,517.5339,534.98206
Female,459.11358,432.31814,411.75416,456.1536,458.6462,467.5261,467.68188
Male,450.85684,414.55834,414.55834,427.17714,419.23196,424.9961,468.14924
Female,357.07278,338.06666,383.8682,412.06574,345.85606,356.6054,377.32514
Male,583.1983,602.0486,562.32278,606.56646,614.66738,620.58732,606.878
Female,397.34384,457.63358,407.00266,441.4317,413.7015,399.36904,458.72408
Male,532.56738,557.49338,504.993,510.44556,546.43246,541.91464,523.99906
Female,559.986,533.9695,529.7632,541.29148,554.37762,513.71708,530.54214
Female,460.82724,429.82552,484.50694,477.02912,431.0718,440.73064,450.07788
Female,458.41254,432.24024,503.7467,492.37422,463.08616,482.09224,503.12352
Male,455.37466,413.00046,373.8978,421.1014,404.74372,482.48168,446.49476
Female,637.72394,612.48636,594.57082,619.341,627.13038,580.23834,620.43152
Female,484.35114,455.99782,454.9073,465.34506,516.28758,484.8185,496.81414
Female,354.89172,384.33558,388.38606,416.42778,419.23196,374.05358,369.37996
Male,475.78284,485.59744,416.4278,493.3868,482.63746,467.05872,502.2667
Female,498.21622,474.22496,460.67142,499.9299,491.36158,470.33028,510.36764
Male,564.11434,560.53122,512.08132,551.33978,537.1631,496.96992,540.27886
Female,534.43684,549.08084,520.72752,541.91462,505.61614,546.27668,557.64916
Female,452.41468,463.00826,436.05702,451.16838,427.64448,436.52438,442.91168
Male,532.4116,553.59868,491.90684,547.05562,551.1061,519.32544,563.10172
Female,539.03256,510.05608,553.20924,544.95248,530.15268,577.0447,480.30066
Male,437.2254,434.73284,419.15406,471.96604,408.8721,437.537,440.02962
Male,399.60276,413.7794,349.75074,455.0631,440.1075,387.4513,416.272
Male,444.859,436.60228,417.28462,452.18104,437.38118,420.71194,442.67798
Female,433.40862,403.80902,357.38434,396.3312,409.8847,373.27466,420.47828
Female,589.81926,585.76882,563.17962,588.57298,588.2614,564.58172,589.5077
Male,471.73234,442.13274,476.71756,463.47562,439.01698,482.3259,475.93862
Male,574.7858,532.4116,565.59434,543.16092,538.33154,538.95464,621.8336
Male,453.03786,365.01794,398.97958,438.23804,402.71848,454.28416,421.56878
Male,533.65788,567.93114,542.69356,527.5822,532.87896,536.46208,537.39682
Female,445.24846,399.75854,487.62268,489.95948,416.27202,434.81072,501.48778
Male,466.2798,407.23632,412.84468,467.68188,419.23196,417.36252,472.82288
Female,429.51392,332.6141,354.1128,406.61318,349.1276,429.04658,405.36688
Male,540.12306,459.11358,470.64184,491.20578,497.7489,461.91774,565.67224
Male,588.96246,595.6613,600.9581,583.04254,589.89718,644.42282,619.02944
Female,384.49136,359.56536,355.04752,428.26764,396.33122,423.12666,396.6428
Male,518.6244,493.6984,489.33636,533.58,513.32762,517.84542,537.78626
Female,478.43124,505.694,495.10048,528.2832,491.2058,535.60522,509.7445
Female,438.54962,460.04828,383.08926,435.74544,408.63842,409.8847,436.057
Male,402.25112,389.63234,470.64184,405.2111,402.40692,412.84468,367.9779
Male,453.58312,417.90776,469.785,427.5666,452.18104,501.09832,483.65012
Female,551.88506,526.95902,550.17138,547.99034,520.26016,559.05126,580.23834
Male,405.28898,310.41442,409.33946,399.05748,382.23244,408.24894,418.53094
Female,483.8059,463.24196,472.90078,525.55696,456.0757,476.63966,491.1279
Female,448.52002,429.20236,464.7219,463.16406,449.29894,464.41034,456.62096
Female,418.14146,432.31814,428.11188,450.54524,432.94126,419.38776,441.66536
Female,616.77054,594.3371,578.29098,562.86804,582.80884,584.05514,613.3432
Female,476.17232,426.16452,434.7328,473.3681,414.16886,441.1201,445.79374
Female,427.17712,365.1737,386.67238,367.97788,398.8238,386.04922,420.47826
Female,485.90902,503.35722,548.06824,512.2371,474.53652,544.95248,498.5278
Male,350.45178,357.77378,376.46828,357.618,325.05842,346.71286,362.13584
Male,541.29146,515.89812,529.14006,557.3376,522.4412,559.51862,533.3463
Female,492.37422,499.07306,486.92164,547.36718,500.78672,512.00346,503.90248
Male,401.55008,361.51272,453.11574,404.97742,442.98956,465.26718,298.57454
Male,469.94082,458.10098,462.77456,502.50038,468.6945,457.94518,496.2689
Male,412.76676,371.17152,390.33336,432.08444,386.12714,401.08272,437.53702
Female,501.1762,395.39648,484.35114,425.93082,464.87768,463.6314,429.20236
Male,668.56986,670.28356,668.2583,676.51504,649.5638,675.89188,617.31578
Male,580.08258,567.15222,533.96946,558.27232,555.9355,570.11216,651.58902
Female,470.0187,401.16062,443.53482,499.6183,473.91336,471.26498,469.86292
Male,439.48438,315.63328,399.29118,412.6889,345.85604,399.60274,383.71242
Female,445.40426,414.55834,442.91168,495.41206,432.94126,441.5096,425.30766
Female,389.32078,342.11714,276.99796,319.2164,365.32948,322.17634,341.3382
Female,357.07276,392.12494,376.07882,404.74372,419.38776,394.30598,405.67846
Male,454.36204,466.20192,427.4108,416.50568,481.1575,444.54744,470.40816
Female,496.9699,473.60182,443.69062,412.06574,472.97866,430.2929,418.60886
Female,503.98034,535.76102,485.90902,536.69574,518.7802,506.47298,508.18664
Female,580.31626,578.44678,547.60086,575.33106,557.72706,577.0447,631.8819
Female,443.92428,441.43172,480.84592,453.73888,435.04438,448.5979,416.81726
Female,510.28976,535.9947,497.51516,487.07742,571.04688,443.45694,457.32198
Female,340.94874,286.26734,275.98536,297.0167,318.98268,314.62066,315.088
Male,583.66568,586.78142,519.32542,501.25408,544.7188,559.05126,517.76758
Male,452.88208,435.12232,411.90996,441.35378,445.56004,401.78376,459.58094
Female,501.17618,518.78018,505.69402,473.29022,504.91508,493.5426,486.53216
Male,444.08006,476.79546,397.03224,428.9687,447.6632,448.9095,417.4404
Female,332.30254,306.59758,332.45834,294.13458,338.0667,296.15982,317.03536
Male,530.62002,504.60354,518.78018,511.92554,504.6035,547.44508,511.61396
Male,448.44214,454.82942,431.77288,428.34552,454.8294,400.77116,431.92864
Female,502.6562,466.98084,451.86944,444.08008,476.79544,464.79982,484.58484
Female,390.64492,376.4683,386.1271,399.83642,388.15236,378.49354,424.29504
Female,447.04004,441.43168,391.42388,394.38386,415.57094,440.0296,406.53528
Male,466.66928,412.45522,402.64058,350.1402,369.30208,446.1053,395.1628
Female,464.02088,420.86772,410.89734,450.77892,435.51178,410.89734,429.43604
Male,498.37204,526.258,581.40676,503.513,528.28324,502.5783,492.76366
Male,501.79936,465.50088,396.48698,486.53218,472.19972,479.98908,449.45474
Male,463.39774,492.06264,454.82942,506.08352,480.37856,431.61708,477.88598
Male,354.0349,314.30906,375.68936,360.26638,340.1698,274.2717,357.46222
Male,419.38774,412.22154,407.23632,427.02136,434.18758,402.40694,406.76896
Male,463.31984,478.89858,440.73064,444.62532,490.42686,420.78984,442.28852
Female,332.92572,415.33728,399.60274,463.94298,366.57578,408.32684,418.45304
Male,541.21358,531.39896,537.47468,489.02476,549.6261,535.76102,553.05342
Male,329.65416,352.24334,357.22852,341.80558,398.8238,346.79076,308.31128
Female,517.3002,491.90684,465.11138,446.1053,466.66926,426.94344,482.5596
Male,574.55212,599.94546,504.13616,529.68532,572.99426,564.11436,563.02384
Female,443.6906,464.7219,405.67844,430.60444,460.98302,415.96044,488.4016
Female,479.8333,459.26936,402.40692,414.40256,462.07352,431.69498,435.74544
Male,501.40988,499.6962,468.53872,444.54744,502.96776,456.23152,503.90248
Female,535.29366,550.56082,515.19708,535.60526,542.92726,515.04128,520.33804
Male,394.92912,410.50788,386.67238,396.64278,373.11888,413.00046,355.82646
Female,401.08272,430.37076,372.8852,433.95388,413.23416,398.27856,457.47782
Male,566.45116,485.44166,528.12742,485.90904,557.88286,515.35288,492.91946
Female,470.09662,507.01822,448.9095,489.57006,470.09658,462.93034,494.8668
Female,321.08584,291.79778,315.47748,382.31032,355.51486,346.79078,336.04144
Male,447.50738,416.50568,429.43606,414.32466,390.17758,433.6423,410.89732
Female,457.01044,419.77722,414.79202,447.04004,437.06964,440.80852,468.53872
Female,502.4225,492.76368,489.49212,518.00124,489.9595,512.86028,534.8263
Male,428.50132,429.90342,444.23588,473.21236,435.66754,461.83986,484.27324
Female,474.06918,514.10654,454.12836,434.18758,501.17618,503.35724,527.5043
Female,413.7015,412.14364,390.80076,411.67626,368.36734,423.51614,428.34554
Male,382.07664,434.26548,411.52048,402.48482,373.6641,404.9774,399.9922
Male,490.89422,530.77582,532.33368,519.24754,539.81148,525.01168,521.11698
Female,499.30674,482.4817,482.4817,530.7758,493.23104,522.05172,512.2371
Male,565.51644,500.86462,538.4094,513.01606,561.62176,592.31188,535.76102
Female,232.13118,153.77006,193.3401,255.03196,188.35488,239.2974,274.34958
Male,421.72456,419.85512,373.27466,439.79592,372.96308,416.89516,472.97866
Female,349.0497,321.47532,342.81818,353.72334,331.7573,352.16544,362.13584
Female,543.86196,540.43464,520.18226,514.10656,512.54868,511.45816,513.79498
Male,637.80184,640.13866,623.00204,601.65914,612.2527,617.54948,603.84016
Female,368.21156,350.45178,400.148,381.2977,362.91478,377.24722,335.02882
Female,299.66506,228.47016,307.45442,270.5328,277.23166,340.3256,345.77818
Female,396.79856,351.30864,374.20938,341.18244,387.6071,411.75418,368.28946
Female,433.56442,472.82288,442.6001,487.77846,450.07788,439.79592,444.78112
Male,516.75494,510.0561,480.92382,504.7593,498.37202,496.96992,540.12306
Male,551.65136,509.74452,536.22838,519.5591,522.2075,534.35894,534.98208
Male,649.87536,623.07992,605.32016,607.03382,610.14956,649.87538,679.00764
Male,399.75856,373.27468,360.03272,384.33558,359.40958,370.15892,418.60884
Male,391.346,360.50008,382.31032,413.31204,376.23462,382.46614,441.97694
Female,432.78548,398.8238,425.61926,454.75154,386.98394,433.40864,464.41034
Male,369.76942,425.54136,402.17324,410.1184,385.34816,379.58404,449.99998
Female,328.56364,287.12416,276.37484,277.7769,305.66288,336.97618,324.20158
Male,443.92428,468.38292,468.69452,465.57878,460.43776,457.01044,436.60228
Female,330.1994,368.52314,385.34818,321.00796,327.7068,340.94874,360.88954
Female,340.2477,332.45834,299.74296,328.09628,370.00312,315.78906,349.28338
Female,493.7763,460.59356,499.54044,423.8277,485.36374,456.54308,488.94688
Female,559.59652,503.6688,571.12478,512.86026,561.77752,529.68532,553.83238
Female,492.99734,460.90514,528.51692,472.74496,500.94252,502.03304,473.67968
Male,345.07712,362.05796,411.131,375.4557,405.67846,326.69418,359.40958
Female,503.35722,512.70446,456.62098,496.65836,488.24582,452.25894,492.76364
Male,510.05608,586.39196,524.23276,517.06654,556.32498,503.98036,520.80542
Male,413.62362,396.33118,403.49744,365.32948,405.3669,408.94998,392.90388
Female,369.06838,332.92568,365.95264,354.11278,350.68548,366.57578,365.01794
Female,497.20362,524.93378,545.1862,492.06262,539.7336,509.66664,498.44992
Female,545.7314,470.01868,498.83938,462.22932,531.39896,524.23274,523.14224
Female,512.93818,513.4055,547.05562,475.08176,481.46908,467.1366,545.18616
Female,537.241,524.46644,517.92336,516.83282,564.9712,529.29584,512.93818
Male,449.37688,442.52218,473.36816,423.98348,444.54744,461.52828,421.1793
Male,291.40834,313.06278,387.21764,309.79124,311.03754,294.2125,227.22388
Female,500.70884,475.93862,526.1022,466.2798,470.48606,493.07524,490.89422
Male,485.28588,467.68188,460.51564,424.99612,483.57222,448.98738,466.59136
Male,485.36376,515.27496,477.4186,479.59964,502.3446,439.56224,504.52562
Female,416.81728,423.04874,427.09926,427.09922,421.64666,376.00092,448.59794
Male,543.86198,532.33368,543.86196,494.63312,528.5948,495.87942,526.25798
Female,407.47,404.66584,438.00436,380.51876,425.8529,401.55006,366.65368
Female,405.289,440.80856,436.91386,422.4256,438.31592,441.74324,425.074
Female,551.41768,552.81976,577.2784,507.01824,535.52734,543.78408,528.6727
Female,357.8517,380.1293,374.0536,394.46174,397.26592,354.26858,376.54618
Female,364.70634,397.11014,362.52534,362.21374,420.32248,323.57844,350.68548
Male,533.11264,522.5191,527.5043,443.22324,498.52782,502.57828,484.19536
Male,525.9464,494.16576,509.12134,445.71584,517.84546,459.8925,481.54698
Male,312.51752,249.73514,312.05018,275.75168,290.23994,285.87786,288.83782
Male,382.9335,356.6054,391.50176,386.51658,396.33122,343.20766,345.70026
Male,490.1153,420.01092,477.6523,403.34164,492.29632,420.0109,401.78378
Male,357.8517,328.40784,366.26422,358.16326,390.41128,338.84562,323.73424
Male,487.07744,549.54822,518.54648,548.45772,501.87724,534.12524,529.14006
Male,462.61878,420.24458,468.8503,446.57268,493.6205,447.66318,443.76852
Female,425.46346,413.46782,398.66804,494.94468,444.00218,431.69498,458.80198
Female,408.94998,413.15626,420.0109,469.23976,452.10314,410.0405,467.99346
Female,445.63796,476.79546,412.76678,450.77896,465.89032,441.4317,472.74498
Male,348.8939,366.96528,380.05142,394.38384,378.8051,356.2159,382.54402
Male,611.39586,677.91714,598.46548,626.35142,615.44634,634.4524,647.53854
Female,437.30332,426.86556,446.49476,455.84202,480.30066,441.198,464.09874
Female,476.56178,487.93424,445.56006,499.30674,461.91774,436.83596,475.31546
Female,504.91508,511.61396,517.2223,514.26236,522.83066,541.36938,534.51472
Female,359.87694,430.91604,387.60708,426.08662,441.5096,373.27466,440.57488
Male,529.6074,545.80934,519.7928,522.12962,511.53606,516.05392,558.89546
Female,463.47562,460.67142,471.73234,457.08834,447.27374,418.60882,444.15796
Male,518.93598,518.93598,456.15362,462.69668,507.71928,483.72798,501.02042
Female,524.07696,594.80448,523.60958,502.57828,565.67222,502.42252,559.90808
Female,359.098,370.0031,380.59666,462.85248,415.80466,389.00922,391.19024
Female,560.68702,584.36672,574.8637,585.45724,563.64698,552.4303,576.11
Female,533.03474,528.20532,528.36112,550.63872,507.32984,526.80324,588.65088
Male,464.33244,542.22618,437.06964,541.1357,532.87894,512.315,549.8598
Female,461.91772,472.82286,454.59574,508.03082,444.31374,472.04392,510.9908
Male,554.29972,613.96636,554.14394,549.15874,556.0134,547.44508,563.80276
Male,410.97524,415.02572,393.37126,450.70104,394.61754,413.9352,448.05266
Male,444.31376,474.53654,446.0274,479.21016,457.86728,443.37902,495.72362
Female,419.933,432.396,398.27854,421.02352,436.13492,443.30114,429.43606
Male,498.21622,519.7149,487.93426,535.29366,509.5887,528.90638,486.84376
Female,363.92738,364.23896,243.50366,395.2407,420.0109,302.70292,328.40788
Female,608.04642,645.90276,639.5155,638.2692,684.22652,654.00376,608.0464
Male,280.65898,331.4457,329.42048,304.80604,263.36656,280.65896,326.14892
Female,322.33214,307.37654,273.57064,377.4809,319.2164,333.08146,311.5828
Male,411.83204,459.19148,396.4091,462.30722,435.51176,441.89904,422.73718
Male,404.19848,379.73982,364.0053,419.15406,392.04704,406.06792,390.80072
Female,564.81538,590.36454,521.3507,538.6431,529.29586,550.17138,571.0469
Female,501.64356,498.6836,472.04394,470.17446,531.71052,488.09004,506.47296
Male,527.2706,547.05562,523.06436,514.02868,542.22622,538.01996,534.12528
Female,471.73236,447.5853,407.39212,453.81678,456.93256,422.81508,474.06916
Male,516.20968,523.53172,463.55352,538.01996,529.7632,490.81634,494.24366
Female,495.87944,453.8168,388.23024,496.96992,461.29458,421.5688,510.05608
Female,511.92552,421.41298,441.3538,474.22498,479.98908,444.31376,478.27544
Male,489.57004,487.85638,432.08444,469.47346,495.64574,491.28368,506.55086
Male,736.8048,658.44368,631.02506,674.17824,690.06856,673.0877,712.65774
Female,572.3711,567.69744,534.04734,596.36236,571.43636,520.0265,583.432
Male,519.48124,553.44292,462.7746,565.12698,532.87896,527.1148,547.523
Male,520.49384,495.10048,436.05704,531.08738,484.50692,422.03614,557.25972
Female,546.58826,585.84668,522.28542,562.01122,569.48902,547.99036,593.63608
Female,414.48044,401.86168,305.1176,400.45958,435.97912,376.4683,427.87818
Female,503.82458,484.81848,445.56006,494.63312,473.91338,447.74108,508.96556
Male,611.16218,586.39196,541.0578,626.27358,588.41718,511.45818,625.02726
Female,466.90294,463.16404,429.35816,487.93428,495.56782,419.85514,472.04392
Male,472.74498,432.70756,371.1715,467.91558,446.88424,431.77286,500.63092
Male,547.05562,528.82848,464.02088,517.92334,504.52564,480.37858,553.91026
Male,529.29582,538.6431,500.94252,525.08958,545.80932,504.21406,556.87022
Male,582.73094,584.91196,493.15314,564.03648,537.55258,521.50646,599.55602
Female,612.48636,566.99642,585.22354,537.86412,568.86584,542.382,583.50988
Female,395.86384,439.17276,378.88298,436.2128,461.60618,386.36082,451.01262
Male,408.7163,395.31858,347.95918,448.28634,411.3647,378.33774,474.45862
Male,576.57734,580.47204,502.42248,616.14738,577.35628,522.3633,620.97678
Female,665.6878,622.84624,572.99424,619.7305,613.65478,578.75836,618.3284
Female,625.72832,588.02774,558.42808,622.45676,598.1539,604.69698,669.03724
Male,395.86386,436.2128,389.0092,486.37638,422.03616,413.00048,402.7185
Female,636.71132,599.01076,565.51644,586.70354,596.05076,575.9542,632.1935
Female,403.10796,349.82862,327.8626,399.05748,373.6641,340.3256,388.46394
Male,432.31812,452.25894,405.67844,497.4373,469.23976,434.34334,477.34072
Female,504.9151,476.40598,365.79686,464.41034,460.0483,467.99346,508.8098
Female,546.043,575.7984,548.53558,595.42762,555.85762,513.95076,595.73922
Male,563.4133,544.56302,463.39772,532.10002,540.51254,543.3167,521.0391
Male,497.43726,472.3555,441.66534,445.4043,495.25628,441.97694,515.66444
Male,522.2075,515.8202,475.47126,501.33196,517.0665,495.56782,496.65836
Female,474.38072,397.11014,421.1014,416.11622,421.5688,431.53916,398.8238
Female,535.60522,515.8202,493.23102,501.02038,532.4895,495.10048,501.48776
Female,451.09052,415.41514,426.78766,425.85292,415.10362,425.69716,421.1793
Male,552.50818,550.48296,514.9634,533.8137,540.97992,542.07044,532.4116
Male,485.51956,404.19848,410.42996,407.15842,454.67364,481.78066,415.10358
Male,301.92396,365.64106,296.78302,396.487,344.45398,315.32172,355.98224
Female,370.15892,350.52966,349.59496,365.01794,400.69326,333.54884,341.96134
Female,601.73704,617.3158,594.57082,594.72658,602.516,576.96684,644.73438
Male,460.82724,386.98396,395.86384,472.5113,441.35378,404.12058,396.7986
Male,406.61316,385.2703,344.60976,363.7716,409.10576,354.8917,372.96306
Female,391.73548,406.0679,366.96524,430.9939,406.84686,358.55272,415.72672
Female,453.661,489.95948,475.0039,522.36332,484.35114,460.0483,443.6906
Female,425.61926,447.27372,379.50616,492.76366,475.62704,414.24676,419.23198
Male,568.5543,507.64138,495.0226,535.21578,507.79716,538.01994,525.40116
Female,466.90294,449.14318,401.00482,489.80372,482.17012,451.16838,513.01606
Male,458.9578,534.04736,495.41206,505.22666,561.62174,431.07182,517.68968
Male,557.57126,529.37372,565.20484,518.93598,555.07868,556.16918,551.0282
Male,449.06528,452.18104,401.86166,438.7833,450.62314,428.34554,470.0966
Male,479.05436,465.96822,464.25456,495.56784,491.05002,489.64792,487.15532
Male,540.9799,482.7154,535.99472,526.33588,515.58652,489.25844,504.83722
Female,443.45692,440.18538,389.39868,423.51614,452.80418,405.28898,434.10968
Male,570.26796,542.2262,539.73362,566.52906,561.54386,510.9129,521.50648
Female,512.86026,483.57218,483.57222,485.75324,497.74884,497.4373,492.76368
Male,473.7576,480.45644,435.27808,429.82552,479.67752,467.99346,450.07788
Female,479.9891,428.89076,393.21544,426.39822,446.33898,421.41298,455.68626
Female,545.88722,526.72536,485.75326,565.98382,560.9986,529.68532,549.78192
Female,485.98694,475.70496,458.25674,410.58578,480.53436,442.52222,461.83984
Male,429.12446,431.14972,398.27856,481.62486,411.2089,430.37074,492.52998
Male,339.85824,339.54666,272.40224,357.77378,358.55272,295.45882,292.03148
Male,638.03552,652.83532,625.57252,603.60648,610.7727,609.21484,608.74746
Male,361.20112,337.98878,288.91576,418.06356,335.02882,324.27948,392.51442
Female,370.3147,349.12756,287.9031,390.72284,371.09362,354.89172,401.00482
Male,638.65868,629.3114,620.43154,568.71008,613.42108,620.5873,602.2044
Female,572.44896,490.66056,492.68578,516.20968,523.06434,539.8894,519.16966
Male,446.49478,454.59574,444.15796,475.47124,472.82286,423.28244,423.7498
Female,522.51908,494.01,461.91774,482.4817,514.26234,465.65664,427.02134
Male,419.93304,356.3717,339.39086,357.618,384.41344,353.87912,331.91306
Male,609.83798,611.39586,571.67004,597.37498,602.20438,623.85886,605.94332
Male,391.73548,370.39258,305.2734,424.76244,398.9017,381.4535,394.38388
Male,577.2005,536.0726,528.12746,545.8872,545.26404,515.66444,532.95682
Female,588.96246,548.4577,526.49166,529.45164,537.39678,562.167,561.85542
Female,510.9908,444.31372,488.86898,469.23976,486.99954,503.513,451.94734
Male,484.66272,403.03006,417.67408,421.88032,432.94128,415.96044,452.4147
Male,698.87056,623.1578,604.15174,568.63218,654.93848,627.83142,608.98114
Male,682.12336,618.25052,595.03816,626.03988,586.00248,640.37232,594.8824
Female,425.54134,373.19676,411.05314,438.7833,396.72068,397.03224,401.23852
Female,451.32418,372.18414,379.97352,405.67846,411.13102,388.07446,393.8386
Male,449.76632,444.7811,388.23024,465.03348,467.05874,453.66102,427.80028
Male,522.4412,477.57438,459.97038,467.7598,480.69014,488.6353,515.27498
Male,554.6113,517.37812,512.70448,517.68966,562.71226,536.69574,481.85854
Female,521.58434,456.1536,428.57922,444.00218,458.6462,446.339,468.77242
Female,602.74966,479.21016,507.2519,505.22666,533.58,543.3946,477.65226
Female,590.44242,533.89156,541.68096,516.59914,553.98818,551.0282,543.23882
Female,471.73236,398.8238,402.09532,409.8847,426.2424,459.7367,455.0631
Male,384.25766,323.65632,260.5624,366.4979,328.01838,357.77378,340.94876
Male,597.92022,558.35022,501.95512,581.40676,544.32932,531.24318,606.17698
Male,562.4007,435.43388,467.37032,418.60882,489.18056,455.68626,444.00218
Female,502.1888,458.25674,433.01916,437.06964,428.34554,446.88424,468.69452
Male,480.2228,448.28632,416.97304,481.46908,475.54918,468.85028,441.58746
Male,372.9631,363.9274,362.21374,394.15018,378.41566,357.22854,371.2494
Female,537.5526,504.68142,472.27762,484.27326,471.0313,488.6353,465.11138
Male,407.54792,319.37218,279.49058,325.60368,326.84998,291.64198,310.49228
Male,559.8302,501.72146,488.94688,545.80932,476.95124,473.99128,540.66832
